HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"19 , Nguyen Trai, Khu Pho 2, Thi Tran Duong Đong, Huyen Phu Quoc, Đảo Phú Quốc Việt Nam",16,90,,,,Khach San Hong Anh Phu Quoc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Khach San Hong Anh Phu Quoc có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,62,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23374299-Reviews-Khach_San_Hong_Anh_Phu_Quoc-Phu_Quoc_Island_Kien_Giang_Province.html
"Cua Lap Village Duong To Town, Đảo Phú Quốc Việt Nam",5,78,,,,Hill Hotel,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Hill Hotel có điểm du lịch nổi tiếng nào?, ",,1 đánh giá,Số 21 trong 29 khách sạn nhỏ tại Đảo Phú Quốc,30,NA,41,Trung bình,10,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d3310780-Reviews-Hill_Hotel-Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,TQT Home Phu Quoc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23406295-Reviews-TQT_Home_Phu_Quoc-Phu_Quoc_Island_Kien_Giang_Province.html
"Tran Hung Dao, Đảo Phú Quốc Việt Nam",3,52,,"Tiếng Việt, Tiếng Anh, Tiếng Nhật",,Khali Phu Quoc Resort,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Khali Phu Quoc Resort có điểm du lịch nổi tiếng nào?, ,Khali Phu Quoc Resort có những tiện nghi tại cơ sở kinh doanh gì?, ,Gần Khali Phu Quoc Resort có nhà hàng nào?, ",,0,,0,NA,29,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d11843507-Reviews-Khali_Phu_Quoc_Resort-Phu_Quoc_Island_Kien_Giang_Province.html
"8 Duong Dong, Khu Pho 10, Dương Đông, Đảo Phú Quốc Việt Nam",3,37,,,,New Day Phu Quoc Guesthouse,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần New Day Phu Quoc Guesthouse có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,16,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d21316151-Reviews-New_Day_Phu_Quoc_Guesthouse-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"5 Suoi May ward, Đảo Phú Quốc Việt Nam",59,39,,,,Country Sands Guest House,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Country Sands Guest House có điểm du lịch nổi tiếng nào?, ,Gần Country Sands Guest House có nhà hàng nào?, ,Country Sands Guest House có dịch vụ đưa đón tại sân bay không?, ",,0,,0,NA,334,,3,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d5883892-Reviews-Country_Sands_Guest_House-Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,"Tiếng Việt, Tiếng Anh",,Bai Thom Cay Vong Nem Resort,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Bai Thom Cay Vong Nem Resort có những tiện nghi tại cơ sở kinh doanh gì?, ,Bai Thom Cay Vong Nem Resort có những tiện nghi phòng gì?, ,Bai Thom Cay Vong Nem Resort có những lựa chọn đồ ăn & đồ uống gì?, ,Bai Thom Cay Vong Nem Resort có dịch vụ đưa đón tại sân bay không?, ",,1 đánh giá,Số 13 trong 13 nhà khách tại Đảo Phú Quốc,10,"1,5",0,Kinh khủng,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d8772923-Reviews-Bai_Thom_Cay_Vong_Nem_Resort-Phu_Quoc_Island_Kien_Giang_Province.html
"To 5 Ap Suoi May, Duong Suoi May, Xa Duong To, Đảo Phú Quốc 920000 Việt Nam",0,0,,Tiếng Anh,,Morning Hotel Phu Quoc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Morning Hotel Phu Quoc có điểm du lịch nổi tiếng nào?, ,Morning Hotel Phu Quoc có những tiện nghi tại cơ sở kinh doanh gì?, ,Morning Hotel Phu Quoc có những tiện nghi phòng gì?, ,Morning Hotel Phu Quoc có những lựa chọn đồ ăn & đồ uống gì?, ,Morning Hotel Phu Quoc có chỗ đỗ xe không?, ,Gần Morning Hotel Phu Quoc có nhà hàng nào?, ,Morning Hotel Phu Quoc có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Morning Hotel Phu Quoc không?, ",,0,,0,NA,0,,12,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d21093764-Reviews-Morning_Hotel_Phu_Quoc-Phu_Quoc_Island_Kien_Giang_Province.html
"Duong Tinh 973 Phu Son, Đảo Phú Quốc Việt Nam",7,82,14,,,"Duong To, Phu Quoc",Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Duong To, Phu Quoc có điểm du lịch nổi tiếng nào?, ",1,0,,0,NA,65,,Đảo Phú Quốc,,,1,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d15517460-Reviews-Duong_To_Phu_Quoc-Phu_Quoc_Island_Kien_Giang_Province.html
"Sonasea Tổ 5 ấp Đường Bào, Đảo Phú Quốc Việt Nam",55,37,,,,Phu Quoc Ahas Premier Villa by the Beach,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Phu Quoc Ahas Premier Villa by the Beach có điểm du lịch nổi tiếng nào?, ,Gần Phu Quoc Ahas Premier Villa by the Beach có nhà hàng nào?, ",,0,,0,NA,291,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d21410666-Reviews-Phu_Quoc_Ahas_Premier_Villa_by_the_Beach-Phu_Quoc_Island_Kien_Giang_Province.html
"63 Tran Hung Dao, Đảo Phú Quốc 9200 Việt Nam",3,83,,,,Sen Hotel Phu Quoc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Sen Hotel Phu Quoc có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,45,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d21337073-Reviews-Sen_Hotel_Phu_Quoc-Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Sunrise Homestay,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23383826-Reviews-Sunrise_Homestay-Phu_Quoc_Island_Kien_Giang_Province.html
"To 2, Ap Ong Lang, Huyen, Đảo Phú Quốc Việt Nam",0,0,,,,Mini 5 Homestay Phu Quoc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Mini 5 Homestay Phu Quoc có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d17658706-Reviews-Mini_5_Homestay_Phu_Quoc-Phu_Quoc_Island_Kien_Giang_Province.html
"05 Cửa Đại, Hội An 560000 Việt Nam",8,89,521,,,Khu nghỉ dưỡng River Beach,1.181.818 ₫,795.455 ₫,"795.455 ₫, - ,1.181.818 ₫","Gần Khu nghỉ dưỡng River Beach có điểm du lịch nổi tiếng nào?, ,Khu nghỉ dưỡng River Beach có những tiện nghi tại cơ sở kinh doanh gì?, ,Khu nghỉ dưỡng River Beach có những tiện nghi phòng gì?, ,Khu nghỉ dưỡng River Beach có những lựa chọn đồ ăn & đồ uống gì?, ,Khu nghỉ dưỡng River Beach có chỗ đỗ xe không?, ,Gần Khu nghỉ dưỡng River Beach có nhà hàng nào?, ,Tôi có thể tập thể dục tại Khu nghỉ dưỡng River Beach không?, ,Khu nghỉ dưỡng River Beach có dịch vụ đưa đón tại sân bay không?, ,Khu nghỉ dưỡng River Beach có dịch vụ đưa đón tại sân bay không?, ,Khu nghỉ dưỡng River Beach có dịch vụ dọn phòng không?, ,Khu nghỉ dưỡng River Beach có cung cấp dịch vụ doanh nghiệp nào không?, ",24,773 đánh giá,Xếp thứ 20 trong 27 khu nghỉ dưỡng tại Hội An,40,"4,0",44,Rất tốt,88,"Ngắm cảnh sông,Khu nghỉ dưỡng gia đình",,372,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d313253-Reviews-River_Beach_Resort_Residences-Hoi_An_Quang_Nam_Province.html
"Dinh Ba Street, Group 5, Ong Lang Hamlet, Cua Duong Ward, Đảo Phú Quốc Việt Nam",7,55,,,,Yann's House - Deluxe Double Room 1,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Yann's House - Deluxe Double Room 1 có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,20,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d17697528-Reviews-Yann_s_House_Deluxe_Double_Room_1-Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,An Thien Bungalow,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23268348-Reviews-An_Thien_Bungalow-Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Lavita Hotel,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,"3,0",0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d21500241-Reviews-Lavita_Hotel-Phu_Quoc_Island_Kien_Giang_Province.html
"100 Đuong Tran Hung Đao, Đảo Phú Quốc Việt Nam",7,79,,,,SiReNa Phu Quoc BungalowRestaurant,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần SiReNa Phu Quoc BungalowRestaurant có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,57,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23290748-Reviews-SiReNa_Phu_Quoc_BungalowRestaurant-Phu_Quoc_Island_Kien_Giang_Province.html
"7 Hung Vuong, Duong Dong, Đảo Phú Quốc 920000 Việt Nam",4,52,,,,OYO 323 Vinh Phong 2 Hotel,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần OYO 323 Vinh Phong 2 Hotel có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,32,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d21103101-Reviews-OYO_323_Vinh_Phong_2_Hotel-Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Wild Beach Phu Quoc Resort,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23095342-Reviews-Wild_Beach_Phu_Quoc_Resort-Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Cong ty TNHH đau tu phat trien The Empire,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23108594-Reviews-Cong_ty_TNHH_dau_tu_phat_trien_The_Empire-Phu_Quoc_Island_Kien_Giang_Province.html
"68 Suoi May Street, Đảo Phú Quốc Việt Nam",0,0,,,,Siena Resort and Spa,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Siena Resort and Spa có điểm du lịch nổi tiếng nào?, ,Gần Siena Resort and Spa có nhà hàng nào?, ",,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23284211-Reviews-Siena_Resort_and_Spa-Phu_Quoc_Island_Kien_Giang_Province.html
"To 4, ap Bai Vong, xa Ham Ninh, Phu Quoc, Kien Giang, Đảo Phú Quốc Việt Nam",0,0,,,,Bungalows Phu Quoc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Bungalows Phu Quoc có điểm du lịch nổi tiếng nào?, ,Gần Bungalows Phu Quoc có nhà hàng nào?, ",,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d21391278-Reviews-Bungalows_Phu_Quoc-Phu_Quoc_Island_Kien_Giang_Province.html
"73 Tran Hung Dao, Dương Đông, Đảo Phú Quốc Việt Nam",3,55,,,,To Xuan Quynh Guesthouse,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần To Xuan Quynh Guesthouse có điểm du lịch nổi tiếng nào?, ,To Xuan Quynh Guesthouse có những tiện nghi phòng gì?, ",,0,,0,NA,35,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d12623020-Reviews-To_Xuan_Quynh_Guesthouse-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"Bung Goi, Ganh Gio, Đảo Phú Quốc Việt Nam",0,0,,,,Sim Homestay & Coffee,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Sim Homestay & Coffee có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,0,,Đảo Phú Quốc,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d23190976-Reviews-Sim_Homestay_Coffee-Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,Tiếng Việt,,Dung Phuong Phu Quoc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Dung Phuong Phu Quoc có những tiện nghi tại cơ sở kinh doanh gì?, ",,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d12321936-Reviews-Dung_Phuong_Phu_Quoc-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Orchid Guest House Phu Quoc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d23638026-Reviews-Orchid_Guest_House_Phu_Quoc-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Hotel Sang Tuoi,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d23638048-Reviews-Hotel_Sang_Tuoi-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Windows Cafe & Hostel,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,2,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d19717518-Reviews-Windows_Cafe_Hostel-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"018 Muong Hoa Road, Sapa 0084 Việt Nam",14,99,436,"Tiếng Việt, Tiếng Anh",,Bamboo Sapa Hotel,1.409.091 ₫,840.909 ₫,"840.909 ₫, - ,1.409.091 ₫","Gần Bamboo Sapa Hotel có điểm du lịch nổi tiếng nào?, ,Bamboo Sapa Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Bamboo Sapa Hotel có những tiện nghi phòng gì?, ,Bamboo Sapa Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Bamboo Sapa Hotel có chỗ đỗ xe không?, ,Gần Bamboo Sapa Hotel có nhà hàng nào?, ,Tôi có thể tập thể dục tại Bamboo Sapa Hotel không?, ,Bamboo Sapa Hotel có dịch vụ dọn phòng không?, ,Nhân viên tại Bamboo Sapa Hotel nói ngôn ngữ gì?, ,Bamboo Sapa Hotel có tầm nhìn đẹp không?, ",114,776 đánh giá,Số 27 trong 112 khách sạn tại Sapa,40,"3,0",116,Rất tốt,109,"Tầm nhìn đẹp,Nằm ở vị trí trung tâm",,76,https://www.tripadvisor.com.vn/Hotel_Review-g311304-d590060-Reviews-Bamboo_Sapa_Hotel-Sapa_Lao_Cai_Province.html
,0,0,,,,Gia Hoa Guesthouse,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d12421141-Reviews-Gia_Hoa_Guesthouse-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"20 Hoang Van Thu, Dương Đông, Đảo Phú Quốc Việt Nam",3,54,,,,Nha Nghi Loc Phat,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Nha Nghi Loc Phat có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,12,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d17596968-Reviews-Nha_Nghi_Loc_Phat-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Bi Home PQ,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d21501411-Reviews-Bi_Home_PQ-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,OYO 755 Thai Son Hotel,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d20316377-Reviews-OYO_755_Thai_Son_Hotel-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"28 Hung Vuong Street, Dương Đông, Đảo Phú Quốc Việt Nam",2,53,,,,Le Tram Guesthouse,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Le Tram Guesthouse có điểm du lịch nổi tiếng nào?, ",,0,,0,"1,0",38,,6,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d6770819-Reviews-Le_Tram_Guesthouse-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,The Lighthouse Hotel,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,38,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d14035161-Reviews-The_Lighthouse_Hotel-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"104/44 Bach Dang, khu pho 1, Dương Đông, Đảo Phú Quốc Việt Nam",15,90,,,,Bang Bang,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Bang Bang có điểm du lịch nổi tiếng nào?, ",,1 đánh giá,Số 12 trong 12 khách sạn đặc biệt tại Dương Đông,20,NA,62,Tồi,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d10796982-Reviews-Bang_Bang-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,,,Trường Thịnh Hotel Phú Quốc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d23525641-Reviews-Truong_Thinh_Hotel_Phu_Quoc-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"64A Tran Hung Dao, Dương Đông, Đảo Phú Quốc Việt Nam",15,90,,,,Indochine,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Indochine có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,62,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d17532644-Reviews-Indochine-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"Khu Tai Dinh Cu, Cach Mang Thang Tam, Khu Pho 10, Dương Đông, Đảo Phú Quốc Việt Nam",3,36,,"Tiếng Việt, Tiếng Anh",,Thao Sang Guesthouse,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Thao Sang Guesthouse có điểm du lịch nổi tiếng nào?, ,Thao Sang Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Thao Sang Guesthouse có chỗ đỗ xe không?, ,Gần Thao Sang Guesthouse có nhà hàng nào?, ",,0,,0,NA,22,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d10700467-Reviews-Thao_Sang_Guesthouse-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"Nguyễn Thị Định, Dương Đông, Đảo Phú Quốc Việt Nam",7,82,,,,Khách Sạn Dyland Phú Quốc,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Khách Sạn Dyland Phú Quốc có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,65,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d13137924-Reviews-Dyland_Phu_Quoc_Hotel-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"KP10, Cach Mang Thang Tam, Dương Đông, Đảo Phú Quốc Việt Nam",0,0,,Tiếng Việt,,Tien Son Guesthouse,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Tien Son Guesthouse có điểm du lịch nổi tiếng nào?, ,Tien Son Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Tien Son Guesthouse có những tiện nghi phòng gì?, ,Tien Son Guesthouse có chỗ đỗ xe không?, ,Gần Tien Son Guesthouse có nhà hàng nào?, ,Tien Son Guesthouse có dịch vụ đưa đón tại sân bay không?, ",,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d12420402-Reviews-Tien_Son_Guesthouse-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"82, Tran Hung Dao Street, Dương Đông, Đảo Phú Quốc 920000 Việt Nam",7,79,,,,OYO 324 Little Ha Noi Hotel,Tỉnh Kiên Giang,Little Ha Noi Hotel,"Little Ha Noi Hotel,Việt Nam,Tỉnh Kiên Giang","Gần OYO 324 Little Ha Noi Hotel có điểm du lịch nổi tiếng nào?, ,OYO 324 Little Ha Noi Hotel có chỗ đỗ xe không?, ",,0,,0,NA,53,,16,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d20315651-Reviews-OYO_324_Little_Ha_Noi_Hotel-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"Vòng Xoay Hàm Ninh, Dương Đông, Đảo Phú Quốc Việt Nam",0,0,,"Tiếng Anh, Tiếng Pháp, Tiếng Đức",,Nhà nghỉ Nhật Thanh,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Nhà nghỉ Nhật Thanh có điểm du lịch nổi tiếng nào?, ,Nhà nghỉ Nhật Thanh có những tiện nghi phòng gì?, ,Gần Nhà nghỉ Nhật Thanh có nhà hàng nào?, ,Nhân viên tại Nhà nghỉ Nhật Thanh nói ngôn ngữ gì?, ",,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d8719329-Reviews-Nhat_Thanh_Hostel-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
"101 Tran Hung Dao, Dương Đông, Đảo Phú Quốc Việt Nam",2,51,,,,Phoenix Hotel,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc","Gần Phoenix Hotel có điểm du lịch nổi tiếng nào?, ,Phoenix Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Phoenix Hotel có những tiện nghi phòng gì?, ,Gần Phoenix Hotel có nhà hàng nào?, ",,2 đánh giá,Số 48 trong 58 khách sạn nhỏ tại Dương Đông,30,NA,35,Trung bình,12,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d4270314-Reviews-Phoenix_Hotel-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
,0,0,,Tiếng Tây Ban Nha,,Lien Tho Village Resort - Region 2,Đảo Phú Quốc,Việt Nam,"Việt Nam,Tỉnh Kiên Giang,Đảo Phú Quốc",,,0,,0,NA,0,,Dương Đông,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g1184679-d12905580-Reviews-Lien_Tho_Village_Resort_Region_2-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html
